cell,family,symbol,h0,span,plus_in,n_in,rate_in,p_binom,mean_m_in_pct,worst_m_in_pct,plus_pre,n_pre,p_pre,plus_oos,n_oos,cum_oos_pct,sig_bonf,sig_005,pre_sig
ThuS CHFJPY 16-00UTC,ThuS,CHFJPY,16,8,19,39,49,0.6253706876195793,-0.02,-1.34,35,69,0.5,5,12,-1.27,False,False,False
Fri CHFJPY 04-08UTC,Fri,CHFJPY,4,4,19,39,49,0.6253706876195793,-0.02,-0.91,28,69,0.9544067547164943,10,12,1.99,False,False,False
Thu EURAUD 16-20UTC,Thu,EURAUD,16,4,19,39,49,0.6253706876195793,-0.02,-0.78,30,69,0.8857998873233515,5,12,0.05,False,False,False
Wed XAUUSD 12-16UTC,Wed,XAUUSD,12,4,19,39,49,0.6253706876195793,-0.02,-2.07,5,9,,6,12,-0.56,False,False,False
Wed GBPAUD 08-12UTC,Wed,GBPAUD,8,4,19,39,49,0.6253706876195793,-0.03,-1.32,32,69,0.7648157340709277,6,12,0.0,False,False,False
MonS XAUUSD 16-00UTC,MonS,XAUUSD,16,8,19,39,49,0.6253706876195793,-0.03,-1.76,5,9,,3,12,-3.55,False,False,False
Mon CADJPY 16-20UTC,Mon,CADJPY,16,4,19,39,49,0.6253706876195793,-0.04,-0.63,32,69,0.7648157340709277,6,12,0.56,False,False,False
Tue CHFJPY 04-08UTC,Tue,CHFJPY,4,4,19,39,49,0.6253706876195793,-0.04,-1.09,32,69,0.7648157340709277,3,12,-1.85,False,False,False
WedS NZDJPY 12-16UTC,WedS,NZDJPY,12,4,19,39,49,0.6253706876195793,-0.05,-1.42,38,69,0.2351842659290722,7,12,1.73,False,False,False
Thu EURAUD 08-12UTC,Thu,EURAUD,8,4,19,39,49,0.6253706876195793,-0.05,-0.8,30,69,0.8857998873233515,4,12,-0.28,False,False,False
Mon EURAUD 00-08UTC,Mon,EURAUD,0,8,19,39,49,0.6253706876195793,-0.07,-1.19,27,69,0.9733553180917431,3,12,-3.21,False,False,False
Mon EURAUD 12-16UTC,Mon,EURAUD,12,4,19,39,49,0.6253706876195793,-0.08,-1.3,32,69,0.7648157340709277,5,12,-0.74,False,False,False
ThuS NZDJPY 00-08UTC,ThuS,NZDJPY,0,8,19,39,49,0.6253706876195793,-0.09,-2.02,42,69,0.04559324528350576,7,12,3.65,False,False,True
Wed GBPAUD 08-16UTC,Wed,GBPAUD,8,8,19,39,49,0.6253706876195793,-0.09,-1.53,34,69,0.5950254735405377,7,12,1.22,False,False,False
Fri CADJPY 12-16UTC,Fri,CADJPY,12,4,19,39,49,0.6253706876195793,-0.1,-2.02,31,69,0.8322211908829924,6,12,-1.24,False,False,False
Fri CADJPY 00-04UTC,Fri,CADJPY,0,4,19,39,49,0.6253706876195793,-0.11,-1.96,27,69,0.9733553180917431,6,12,-0.71,False,False,False
WedS CADJPY 00-04UTC,WedS,CADJPY,0,4,19,39,49,0.6253706876195793,-0.12,-2.58,41,69,0.07401609034637918,7,12,1.99,False,False,False
Tue NZDJPY 04-08UTC,Tue,NZDJPY,4,4,19,39,49,0.6253706876195793,-0.13,-1.46,27,69,0.9733553180917431,5,12,-2.4,False,False,False
Fri XAUUSD 16-20UTC,Fri,XAUUSD,16,4,19,39,49,0.6253706876195793,-0.13,-2.57,3,9,,4,12,-4.31,False,False,False
Tue CADJPY 04-08UTC,Tue,CADJPY,4,4,19,39,49,0.6253706876195793,-0.14,-1.56,26,69,0.9852532532343413,1,12,-2.65,False,False,False
Fri CADJPY 08-16UTC,Fri,CADJPY,8,8,19,39,49,0.6253706876195793,-0.14,-2.94,27,69,0.9733553180917431,6,12,-1.28,False,False,False
ThuS NAS100 16-20UTC,ThuS,NAS100,16,4,18,31,58,0.23656482994556427,0.34,-2.61,26,42,0.08207470089155322,6,9,6.36,False,False,False
MonS NAS100 08-12UTC,MonS,NAS100,8,4,18,31,58,0.23656482994556427,0.24,-1.39,22,42,0.43880716437615774,4,9,-1.39,False,False,False
Fri NAS100 16-20UTC,Fri,NAS100,16,4,18,31,58,0.23656482994556427,0.22,-3.79,17,42,0.9179252991084468,5,9,-0.84,False,False,False
Tue NAS100 16-00UTC,Tue,NAS100,16,8,18,31,58,0.23656482994556427,0.21,-3.1,22,42,0.43880716437615774,4,9,-1.26,False,False,False
TueS NAS100 00-08UTC,TueS,NAS100,0,8,18,31,58,0.23656482994556427,0.19,-1.43,18,42,0.8600218807355304,6,9,1.12,False,False,False
TueS NAS100 04-08UTC,TueS,NAS100,4,4,18,31,58,0.23656482994556427,0.06,-1.27,22,42,0.43880716437615774,5,9,1.35,False,False,False
WedS NAS100 00-04UTC,WedS,NAS100,0,4,18,31,58,0.23656482994556427,0.03,-2.06,36,42,1.4144388842396438e-06,8,9,3.11,False,False,True
WedS NAS100 08-12UTC,WedS,NAS100,8,4,18,31,58,0.23656482994556427,0.01,-2.71,23,42,0.32198447818518616,5,9,0.68,False,False,False
Mon NAS100 08-16UTC,Mon,NAS100,8,8,18,31,58,0.23656482994556427,0.0,-4.05,19,42,0.7796004663287022,6,9,4.69,False,False,False
Thu NAS100 08-12UTC,Thu,NAS100,8,4,18,31,58,0.23656482994556427,0.0,-2.21,17,42,0.9179252991084468,1,9,-3.53,False,False,False
Wed NAS100 12-16UTC,Wed,NAS100,12,4,18,31,58,0.23656482994556427,-0.02,-4.31,24,42,0.22039953367129783,4,9,-2.2,False,False,False
Thu NAS100 00-08UTC,Thu,NAS100,0,8,18,31,58,0.23656482994556427,-0.06,-3.28,18,42,0.8600218807355304,5,9,0.45,False,False,False
TueS CADJPY 12-16UTC,TueS,CADJPY,12,4,18,39,46,0.7388013097515795,0.12,-1.06,41,69,0.07401609034637918,5,12,-0.97,False,False,False
TueS CADJPY 08-12UTC,TueS,CADJPY,8,4,18,39,46,0.7388013097515795,0.09,-0.67,41,69,0.07401609034637918,5,12,-0.16,False,False,False
TueS XAUUSD 12-16UTC,TueS,XAUUSD,12,4,18,39,46,0.7388013097515795,0.06,-2.82,7,9,,8,12,4.5,False,False,False
ThuS XAUUSD 00-08UTC,ThuS,XAUUSD,0,8,18,39,46,0.7388013097515795,0.04,-1.95,5,9,,9,12,6.19,False,False,False
MonS CADJPY 00-08UTC,MonS,CADJPY,0,8,18,39,46,0.7388013097515795,0.03,-1.18,33,69,0.684771754106601,7,12,2.4,False,False,False
ThuS CADJPY 04-08UTC,ThuS,CADJPY,4,4,18,39,46,0.7388013097515795,0.03,-1.15,42,69,0.04559324528350576,6,12,-0.39,False,False,True
WedS EURAUD 08-12UTC,WedS,EURAUD,8,4,18,39,46,0.7388013097515795,0.03,-1.03,51,69,4.3843312314230094e-05,7,12,-0.0,False,False,True
FriS CHFJPY 00-08UTC,FriS,CHFJPY,0,8,18,39,46,0.7388013097515795,0.02,-1.25,39,69,0.16777880911700757,3,12,-3.11,False,False,False
Mon NZDJPY 08-12UTC,Mon,NZDJPY,8,4,18,39,46,0.7388013097515795,0.02,-1.23,28,69,0.9544067547164943,6,12,-0.73,False,False,False
TueS NZDJPY 16-20UTC,TueS,NZDJPY,16,4,18,39,46,0.7388013097515795,0.02,-0.82,38,69,0.2351842659290722,7,12,1.31,False,False,False
MonS EURAUD 16-00UTC,MonS,EURAUD,16,8,18,39,46,0.7388013097515795,0.02,-0.81,35,69,0.5,7,12,0.85,False,False,False
FriS XAUUSD 16-00UTC,FriS,XAUUSD,16,8,18,39,46,0.7388013097515795,0.02,-1.57,5,9,,7,12,3.56,False,False,False
Thu CHFJPY 20-00UTC,Thu,CHFJPY,20,4,18,39,46,0.7388013097515795,0.0,-0.58,31,69,0.8322211908829924,2,12,-1.35,False,False,False
Thu GBPAUD 12-16UTC,Thu,GBPAUD,12,4,18,39,46,0.7388013097515795,0.0,-2.45,35,69,0.5,5,12,-0.29,False,False,False
FriS GBPAUD 08-12UTC,FriS,GBPAUD,8,4,18,39,46,0.7388013097515795,-0.0,-1.13,39,69,0.16777880911700757,7,12,-1.74,False,False,False
MonS XAUUSD 20-00UTC,MonS,XAUUSD,20,4,18,39,46,0.7388013097515795,0.0,-0.39,7,9,,6,12,-1.17,False,False,False
MonS GBPAUD 20-00UTC,MonS,GBPAUD,20,4,18,39,46,0.7388013097515795,-0.01,-0.61,34,69,0.5950254735405377,8,12,0.26,False,False,False
ThuS GBPAUD 08-12UTC,ThuS,GBPAUD,8,4,18,39,46,0.7388013097515795,-0.01,-1.36,33,69,0.684771754106601,6,12,-0.31,False,False,False
Thu GBPAUD 20-00UTC,Thu,GBPAUD,20,4,18,39,46,0.7388013097515795,-0.01,-0.35,36,69,0.40497452645946236,7,12,-0.39,False,False,False
Wed EURAUD 00-04UTC,Wed,EURAUD,0,4,18,39,46,0.7388013097515795,-0.02,-1.58,34,69,0.5950254735405377,6,12,-1.09,False,False,False
Thu EURAUD 08-16UTC,Thu,EURAUD,8,8,18,39,46,0.7388013097515795,-0.02,-2.13,38,69,0.2351842659290722,6,12,-0.04,False,False,False
ThuS EURAUD 16-00UTC,ThuS,EURAUD,16,8,18,39,46,0.7388013097515795,-0.02,-0.72,39,69,0.16777880911700757,4,12,-1.63,False,False,False
MonS GBPAUD 08-12UTC,MonS,GBPAUD,8,4,18,39,46,0.7388013097515795,-0.02,-1.22,38,69,0.2351842659290722,5,12,-0.91,False,False,False
Fri CADJPY 04-08UTC,Fri,CADJPY,4,4,18,39,46,0.7388013097515795,-0.03,-1.08,28,69,0.9544067547164943,6,12,0.58,False,False,False
TueS XAUUSD 00-08UTC,TueS,XAUUSD,0,8,18,39,46,0.7388013097515795,-0.03,-2.15,5,9,,4,12,-0.16,False,False,False
Mon CADJPY 16-00UTC,Mon,CADJPY,16,8,18,39,46,0.7388013097515795,-0.04,-0.95,28,69,0.9544067547164943,5,12,-0.36,False,False,False
Fri CHFJPY 08-16UTC,Fri,CHFJPY,8,8,18,39,46,0.7388013097515795,-0.04,-1.95,27,69,0.9733553180917431,4,12,-0.1,False,False,False
ThuS NZDJPY 00-04UTC,ThuS,NZDJPY,0,4,18,39,46,0.7388013097515795,-0.04,-1.47,50,69,0.00012219850828878748,8,12,3.03,False,False,True
Mon EURAUD 08-12UTC,Mon,EURAUD,8,4,18,39,46,0.7388013097515795,-0.04,-0.79,29,69,0.9259839096536209,5,12,-0.24,False,False,False
TueS CADJPY 16-00UTC,TueS,CADJPY,16,8,18,39,46,0.7388013097515795,-0.05,-1.11,39,69,0.16777880911700757,6,12,-2.67,False,False,False
Thu CADJPY 00-08UTC,Thu,CADJPY,0,8,18,39,46,0.7388013097515795,-0.05,-2.53,31,69,0.8322211908829924,5,12,-2.31,False,False,False
MonS CHFJPY 00-08UTC,MonS,CHFJPY,0,8,18,39,46,0.7388013097515795,-0.05,-1.13,42,69,0.04559324528350576,9,12,1.85,False,False,True
Fri EURAUD 00-04UTC,Fri,EURAUD,0,4,18,39,46,0.7388013097515795,-0.05,-0.81,33,69,0.684771754106601,6,12,-0.08,False,False,False
Thu CHFJPY 00-04UTC,Thu,CHFJPY,0,4,18,39,46,0.7388013097515795,-0.06,-1.04,23,69,0.9982275935764895,3,12,-2.06,False,False,False
Tue EURGBP 04-08UTC,Tue,EURGBP,4,4,18,39,46,0.7388013097515795,-0.06,-0.57,33,69,0.684771754106601,7,12,-0.29,False,False,False
Wed EURGBP 00-08UTC,Wed,EURGBP,0,8,18,39,46,0.7388013097515795,-0.06,-1.05,30,69,0.8857998873233515,6,12,0.67,False,False,False
MonS GBPAUD 16-00UTC,MonS,GBPAUD,16,8,18,39,46,0.7388013097515795,-0.06,-0.8,32,69,0.7648157340709277,7,12,0.61,False,False,False
Fri CHFJPY 12-16UTC,Fri,CHFJPY,12,4,18,39,46,0.7388013097515795,-0.08,-1.76,29,69,0.9259839096536209,6,12,-0.59,False,False,False
Tue NZDJPY 08-12UTC,Tue,NZDJPY,8,4,18,39,46,0.7388013097515795,-0.08,-1.35,31,69,0.8322211908829924,5,12,-1.0,False,False,False
Wed EURAUD 12-16UTC,Wed,EURAUD,12,4,18,39,46,0.7388013097515795,-0.08,-1.3,35,69,0.5,8,12,1.71,False,False,False
FriS GBPAUD 12-16UTC,FriS,GBPAUD,12,4,18,39,46,0.7388013097515795,-0.08,-1.42,39,69,0.16777880911700757,10,12,0.41,False,False,False
Wed CHFJPY 16-00UTC,Wed,CHFJPY,16,8,18,39,46,0.7388013097515795,-0.09,-1.67,37,69,0.315228245893399,3,12,-4.07,False,False,False
TueS EURAUD 04-08UTC,TueS,EURAUD,4,4,18,39,46,0.7388013097515795,-0.09,-1.42,29,69,0.9259839096536209,6,12,0.21,False,False,False
Mon GBPAUD 00-08UTC,Mon,GBPAUD,0,8,18,39,46,0.7388013097515795,-0.09,-1.56,29,69,0.9259839096536209,4,12,-1.73,False,False,False
Tue XAUUSD 08-16UTC,Tue,XAUUSD,8,8,18,39,46,0.7388013097515795,-0.09,-2.77,3,9,,5,12,-2.21,False,False,False
WedS XAUUSD 16-00UTC,WedS,XAUUSD,16,8,18,39,46,0.7388013097515795,-0.09,-2.58,4,9,,3,12,-4.07,False,False,False
FriS XAUUSD 00-04UTC,FriS,XAUUSD,0,4,18,39,46,0.7388013097515795,-0.09,-1.08,6,9,,8,12,3.43,False,False,False
Fri NZDJPY 08-12UTC,Fri,NZDJPY,8,4,18,39,46,0.7388013097515795,-0.1,-1.22,27,69,0.9733553180917431,4,12,-2.51,False,False,False
Tue XAUUSD 16-20UTC,Tue,XAUUSD,16,4,18,39,46,0.7388013097515795,-0.1,-1.51,5,9,,9,12,2.61,False,False,False
Mon GBPAUD 12-16UTC,Mon,GBPAUD,12,4,18,39,46,0.7388013097515795,-0.11,-1.17,33,69,0.684771754106601,5,12,-0.02,False,False,False
Fri CADJPY 08-12UTC,Fri,CADJPY,8,4,18,39,46,0.7388013097515795,-0.12,-1.52,26,69,0.9852532532343413,6,12,-1.01,False,False,False
Fri CADJPY 16-20UTC,Fri,CADJPY,16,4,18,39,46,0.7388013097515795,-0.12,-1.73,26,69,0.9852532532343413,7,12,-0.6,False,False,False
Tue CADJPY 00-08UTC,Tue,CADJPY,0,8,18,39,46,0.7388013097515795,-0.13,-3.05,35,69,0.5,2,12,-3.1,False,False,False
Thu NZDJPY 16-20UTC,Thu,NZDJPY,16,4,18,39,46,0.7388013097515795,-0.13,-1.72,24,69,0.9961897390724872,5,12,-1.85,False,False,False
Thu NZDJPY 16-00UTC,Thu,NZDJPY,16,8,18,39,46,0.7388013097515795,-0.13,-1.81,25,69,0.9922838512731493,3,12,-2.75,False,False,False
TueS EURAUD 00-08UTC,TueS,EURAUD,0,8,18,39,46,0.7388013097515795,-0.13,-1.63,39,69,0.16777880911700757,6,12,-0.43,False,False,False
TueS GBPAUD 00-08UTC,TueS,GBPAUD,0,8,18,39,46,0.7388013097515795,-0.13,-1.52,44,69,0.014746746765658644,7,12,0.42,False,False,True
MonS CADJPY 12-16UTC,MonS,CADJPY,12,4,18,39,46,0.7388013097515795,-0.14,-1.98,42,69,0.04559324528350576,8,12,-0.57,False,False,True
WedS CHFJPY 00-08UTC,WedS,CHFJPY,0,8,18,39,46,0.7388013097515795,-0.14,-2.05,46,69,0.0038102609275128484,5,12,-0.19,False,False,True
Tue NZDJPY 00-04UTC,Tue,NZDJPY,0,4,18,39,46,0.7388013097515795,-0.14,-3.11,35,69,0.5,3,12,-1.88,False,False,False
Mon XAUUSD 08-12UTC,Mon,XAUUSD,8,4,18,39,46,0.7388013097515795,-0.15,-2.11,4,9,,8,12,4.52,False,False,False
Fri NZDJPY 08-16UTC,Fri,NZDJPY,8,8,18,39,46,0.7388013097515795,-0.17,-2.28,21,69,0.9996819135017748,5,12,-4.08,False,False,False
Fri XAUUSD 08-12UTC,Fri,XAUUSD,8,4,18,39,46,0.7388013097515795,-0.19,-1.57,2,9,,5,12,-3.06,False,False,False
Thu XAUUSD 12-16UTC,Thu,XAUUSD,12,4,18,39,46,0.7388013097515795,-0.24,-3.39,3,9,,6,12,0.04,False,False,False
Thu NAS100 08-16UTC,Thu,NAS100,8,8,17,31,55,0.360050065908581,0.36,-4.97,18,42,0.8600218807355304,4,9,-5.15,False,False,False
Mon NAS100 16-00UTC,Mon,NAS100,16,8,17,31,55,0.360050065908581,0.34,-2.03,29,42,0.009760236391230137,4,9,2.82,False,False,True
TueS NAS100 12-16UTC,TueS,NAS100,12,4,17,31,55,0.360050065908581,0.25,-3.83,23,42,0.32198447818518616,4,9,0.03,False,False,False
ThuS NAS100 20-00UTC,ThuS,NAS100,20,4,17,31,55,0.360050065908581,0.18,-1.32,28,42,0.021779260961920954,4,9,-1.7,False,False,True
MonS NAS100 00-04UTC,MonS,NAS100,0,4,17,31,55,0.360050065908581,0.11,-0.78,34,42,3.438555745560734e-05,7,9,1.63,False,False,True
Wed NAS100 08-16UTC,Wed,NAS100,8,8,17,31,55,0.360050065908581,0.1,-4.93,24,42,0.22039953367129783,5,9,-1.76,False,False,False
FriS NAS100 08-12UTC,FriS,NAS100,8,4,17,31,55,0.360050065908581,0.09,-1.03,24,42,0.22039953367129783,5,9,3.69,False,False,False
MonS NAS100 00-08UTC,MonS,NAS100,0,8,17,31,55,0.360050065908581,0.08,-2.8,14,42,0.9902397636087699,5,9,-1.96,False,False,False
WedS NAS100 00-08UTC,WedS,NAS100,0,8,17,31,55,0.360050065908581,0.07,-1.57,21,42,0.5611928356238423,3,9,-0.96,False,False,False
TueS NAS100 08-12UTC,TueS,NAS100,8,4,17,31,55,0.360050065908581,-0.05,-3.61,28,42,0.021779260961920954,4,9,-1.45,False,False,True
Wed NAS100 20-00UTC,Wed,NAS100,20,4,17,31,55,0.360050065908581,-0.07,-2.76,12,42,0.9985563760128571,4,9,-1.06,False,False,False
Thu NAS100 00-04UTC,Thu,NAS100,0,4,17,31,55,0.360050065908581,-0.11,-3.46,3,42,0.9999999997944542,4,9,0.73,False,False,False
Tue GBPAUD 08-16UTC,Tue,GBPAUD,8,8,17,39,44,0.8316081824050343,0.09,-0.82,34,69,0.5950254735405377,6,12,-0.7,False,False,False
TueS CADJPY 00-04UTC,TueS,CADJPY,0,4,17,39,44,0.8316081824050343,0.07,-0.91,39,69,0.16777880911700757,7,12,1.42,False,False,False
Tue CHFJPY 16-20UTC,Tue,CHFJPY,16,4,17,39,44,0.8316081824050343,0.03,-0.45,23,69,0.9982275935764895,9,12,1.7,False,False,False
WedS NZDJPY 04-08UTC,WedS,NZDJPY,4,4,17,39,44,0.8316081824050343,0.03,-0.77,40,69,0.11420011267664848,5,12,-0.14,False,False,False
Tue GBPAUD 12-16UTC,Tue,GBPAUD,12,4,17,39,44,0.8316081824050343,0.03,-1.66,34,69,0.5950254735405377,8,12,0.42,False,False,False
TueS EURAUD 00-04UTC,TueS,EURAUD,0,4,17,39,44,0.8316081824050343,0.02,-0.91,41,69,0.07401609034637918,5,12,-0.03,False,False,False
TueS XAUUSD 00-04UTC,TueS,XAUUSD,0,4,17,39,44,0.8316081824050343,0.02,-1.03,4,9,,2,12,-5.14,False,False,False
Tue GBPAUD 08-12UTC,Tue,GBPAUD,8,4,17,39,44,0.8316081824050343,0.01,-0.8,26,69,0.9852532532343413,5,12,-1.62,False,False,False
Mon NZDJPY 16-00UTC,Mon,NZDJPY,16,8,17,39,44,0.8316081824050343,0.0,-0.85,29,69,0.9259839096536209,6,12,0.06,False,False,False
Thu EURAUD 20-00UTC,Thu,EURAUD,20,4,17,39,44,0.8316081824050343,-0.01,-0.38,27,69,0.9733553180917431,8,12,1.0,False,False,False
Mon NZDJPY 12-16UTC,Mon,NZDJPY,12,4,17,39,44,0.8316081824050343,-0.02,-1.72,33,69,0.684771754106601,5,12,0.23,False,False,False
TueS GBPAUD 00-04UTC,TueS,GBPAUD,0,4,17,39,44,0.8316081824050343,-0.02,-0.98,43,69,0.026644681908256817,7,12,-0.05,False,False,True
FriS GBPAUD 16-20UTC,FriS,GBPAUD,16,4,17,39,44,0.8316081824050343,-0.02,-0.6,42,69,0.04559324528350576,5,12,0.41,False,False,True
Mon CHFJPY 16-20UTC,Mon,CHFJPY,16,4,17,39,44,0.8316081824050343,-0.03,-0.61,29,69,0.9259839096536209,9,12,1.56,False,False,False
Mon EURAUD 20-00UTC,Mon,EURAUD,20,4,17,39,44,0.8316081824050343,-0.03,-0.51,29,69,0.9259839096536209,7,12,-0.09,False,False,False
Thu EURAUD 12-16UTC,Thu,EURAUD,12,4,17,39,44,0.8316081824050343,-0.03,-1.55,38,69,0.2351842659290722,5,12,-0.34,False,False,False
Fri XAUUSD 20-00UTC,Fri,XAUUSD,20,4,17,39,44,0.8316081824050343,-0.03,-0.65,4,9,,4,12,-0.73,False,False,False
MonS CHFJPY 04-08UTC,MonS,CHFJPY,4,4,17,39,44,0.8316081824050343,-0.04,-1.09,35,69,0.5,6,12,0.11,False,False,False
Thu CHFJPY 16-20UTC,Thu,CHFJPY,16,4,17,39,44,0.8316081824050343,-0.04,-1.6,30,69,0.8857998873233515,8,12,2.09,False,False,False
Mon EURAUD 00-04UTC,Mon,EURAUD,0,4,17,39,44,0.8316081824050343,-0.04,-0.71,19,69,0.9999561566876858,4,12,-1.08,False,False,False
Tue EURAUD 08-12UTC,Tue,EURAUD,8,4,17,39,44,0.8316081824050343,-0.04,-1.27,26,69,0.9852532532343413,3,12,-1.63,False,False,False
TueS CADJPY 16-20UTC,TueS,CADJPY,16,4,17,39,44,0.8316081824050343,-0.05,-0.93,40,69,0.11420011267664848,6,12,-0.5,False,False,False
WedS NZDJPY 00-08UTC,WedS,NZDJPY,0,8,17,39,44,0.8316081824050343,-0.05,-2.58,32,69,0.7648157340709277,5,12,-0.18,False,False,False
Fri XAUUSD 04-08UTC,Fri,XAUUSD,4,4,17,39,44,0.8316081824050343,-0.05,-1.49,5,9,,4,12,-1.97,False,False,False
MonS CHFJPY 12-16UTC,MonS,CHFJPY,12,4,17,39,44,0.8316081824050343,-0.06,-1.27,33,69,0.684771754106601,5,12,-0.8,False,False,False
TueS GBPAUD 04-08UTC,TueS,GBPAUD,4,4,17,39,44,0.8316081824050343,-0.06,-1.52,36,69,0.40497452645946236,8,12,0.99,False,False,False
Thu CADJPY 16-20UTC,Thu,CADJPY,16,4,17,39,44,0.8316081824050343,-0.07,-1.92,27,69,0.9733553180917431,4,12,-1.09,False,False,False
Tue CHFJPY 08-16UTC,Tue,CHFJPY,8,8,17,39,44,0.8316081824050343,-0.07,-1.16,30,69,0.8857998873233515,7,12,1.08,False,False,False
WedS XAUUSD 20-00UTC,WedS,XAUUSD,20,4,17,39,44,0.8316081824050343,-0.07,-0.99,7,9,,3,12,-2.04,False,False,False
Wed EURGBP 08-16UTC,Wed,EURGBP,8,8,17,39,44,0.8316081824050343,-0.08,-1.16,22,69,0.9992248415252566,6,12,-0.05,False,False,False
Fri EURGBP 12-16UTC,Fri,EURGBP,12,4,17,39,44,0.8316081824050343,-0.08,-1.27,31,69,0.8322211908829924,6,12,0.65,False,False,False
Wed GBPAUD 00-08UTC,Wed,GBPAUD,0,8,17,39,44,0.8316081824050343,-0.08,-2.36,33,69,0.684771754106601,3,12,-4.6,False,False,False
Thu CADJPY 12-16UTC,Thu,CADJPY,12,4,17,39,44,0.8316081824050343,-0.09,-1.45,28,69,0.9544067547164943,7,12,1.29,False,False,False
Tue CHFJPY 08-12UTC,Tue,CHFJPY,8,4,17,39,44,0.8316081824050343,-0.09,-1.13,31,69,0.8322211908829924,5,12,-0.65,False,False,False
WedS CHFJPY 00-04UTC,WedS,CHFJPY,0,4,17,39,44,0.8316081824050343,-0.09,-2.21,45,69,0.0077161487268506326,5,12,0.0,False,False,True
Wed EURGBP 12-16UTC,Wed,EURGBP,12,4,17,39,44,0.8316081824050343,-0.09,-1.31,25,69,0.9922838512731493,5,12,-0.17,False,False,False
Fri EURGBP 08-16UTC,Fri,EURGBP,8,8,17,39,44,0.8316081824050343,-0.09,-1.34,34,69,0.5950254735405377,5,12,0.77,False,False,False
WedS GBPAUD 16-00UTC,WedS,GBPAUD,16,8,17,39,44,0.8316081824050343,-0.09,-1.12,38,69,0.2351842659290722,7,12,2.31,False,False,False
Fri XAUUSD 12-16UTC,Fri,XAUUSD,12,4,17,39,44,0.8316081824050343,-0.09,-3.53,3,9,,7,12,3.54,False,False,False
Wed CADJPY 16-20UTC,Wed,CADJPY,16,4,17,39,44,0.8316081824050343,-0.1,-1.4,40,69,0.11420011267664848,9,12,3.18,False,False,False
ThuS XAUUSD 16-00UTC,ThuS,XAUUSD,16,8,17,39,44,0.8316081824050343,-0.1,-1.7,6,9,,2,12,-7.78,False,False,False
Fri EURAUD 00-08UTC,Fri,EURAUD,0,8,17,39,44,0.8316081824050343,-0.11,-1.07,33,69,0.684771754106601,8,12,2.75,False,False,False
Mon NZDJPY 00-04UTC,Mon,NZDJPY,0,4,17,39,44,0.8316081824050343,-0.12,-1.68,36,69,0.40497452645946236,5,12,-2.09,False,False,False
Fri NZDJPY 00-04UTC,Fri,NZDJPY,0,4,17,39,44,0.8316081824050343,-0.13,-2.36,25,69,0.9922838512731493,5,12,-1.43,False,False,False
Tue EURAUD 08-16UTC,Tue,EURAUD,8,8,17,39,44,0.8316081824050343,-0.13,-1.7,27,69,0.9733553180917431,6,12,-0.55,False,False,False
Thu XAUUSD 00-04UTC,Thu,XAUUSD,0,4,17,39,44,0.8316081824050343,-0.13,-1.3,4,9,,5,12,-2.94,False,False,False
Fri NZDJPY 00-08UTC,Fri,NZDJPY,0,8,17,39,44,0.8316081824050343,-0.14,-2.79,30,69,0.8857998873233515,5,12,-1.43,False,False,False
Tue EURGBP 08-12UTC,Tue,EURGBP,8,4,17,39,44,0.8316081824050343,-0.14,-1.47,24,69,0.9961897390724872,7,12,-1.07,False,False,False
Tue EURAUD 12-16UTC,Tue,EURAUD,12,4,17,39,44,0.8316081824050343,-0.14,-2.08,28,69,0.9544067547164943,7,12,0.5,False,False,False
Fri XAUUSD 08-16UTC,Fri,XAUUSD,8,8,17,39,44,0.8316081824050343,-0.14,-3.94,2,9,,4,12,1.95,False,False,False
Tue NZDJPY 00-08UTC,Tue,NZDJPY,0,8,17,39,44,0.8316081824050343,-0.16,-3.43,31,69,0.8322211908829924,4,12,-3.09,False,False,False
Wed NZDJPY 16-20UTC,Wed,NZDJPY,16,4,17,39,44,0.8316081824050343,-0.17,-1.19,36,69,0.40497452645946236,5,12,1.67,False,False,False
FriS XAUUSD 00-08UTC,FriS,XAUUSD,0,8,17,39,44,0.8316081824050343,-0.17,-1.72,5,9,,6,12,3.82,False,False,False
Thu CADJPY 08-16UTC,Thu,CADJPY,8,8,17,39,44,0.8316081824050343,-0.26,-2.16,30,69,0.8857998873233515,6,12,-0.21,False,False,False
FriS NAS100 08-16UTC,FriS,NAS100,8,8,16,31,52,0.5,0.37,-2.72,20,42,0.6780155218148138,7,9,6.24,False,False,False
Thu NAS100 12-16UTC,Thu,NAS100,12,4,16,31,52,0.5,0.23,-4.93,19,42,0.7796004663287022,5,9,-2.83,False,False,False
WedS NAS100 16-00UTC,WedS,NAS100,16,8,16,31,52,0.5,0.21,-3.09,18,42,0.8600218807355304,1,9,-12.92,False,False,False
Mon NAS100 20-00UTC,Mon,NAS100,20,4,16,31,52,0.5,0.15,-1.42,15,42,0.978220739038079,3,9,-2.26,False,False,False
Fri NAS100 16-00UTC,Fri,NAS100,16,8,16,31,52,0.5,0.1,-3.88,20,42,0.6780155218148138,5,9,-0.39,False,False,False
TueS NAS100 08-16UTC,TueS,NAS100,8,8,16,31,52,0.5,0.07,-5.06,25,42,0.13997811926446957,4,9,-2.6,False,False,False
Tue NAS100 20-00UTC,Tue,NAS100,20,4,16,31,52,0.5,0.04,-2.14,12,42,0.9985563760128571,4,9,-0.79,False,False,False
