family,symbol,spec,is_plus,is_n,is_rate,is_mean_bps,is_trades,p,oos_plus,oos_n,oos_mean_bps,pre_n,pre_rate,passed
暗号資産格子,BTCUSD,SunS 00-04UTC,14,39,0.359,-4.58,169,0.9733740429510362,4,20,-18.95,13,0.385,False
暗号資産格子,ETHUSD,Thu 08-16UTC,14,39,0.359,-9.0,169,0.9733740429510362,6,20,-76.09,45,0.467,False
暗号資産格子,ETHUSD,ThuS 00-04UTC,14,39,0.359,-10.27,169,0.9733740429510362,8,20,-9.91,45,0.578,False
暗号資産格子,ETHUSD,WedS 20-00UTC,14,39,0.359,-14.73,169,0.9733740429510362,8,20,-28.39,45,0.356,False
暗号資産格子,ETHUSD,MonS 16-00UTC,14,39,0.359,-45.41,168,0.9733740429510362,6,20,-14.94,45,0.4,False
暗号資産格子,ETHUSD,WedS 16-00UTC,14,39,0.359,-18.17,169,0.9733740429510362,4,20,-53.05,45,0.356,False
暗号資産格子,ETHUSD,SunS 16-20UTC,14,39,0.359,-15.04,169,0.9733740429510362,9,20,-5.75,13,0.308,False
暗号資産格子,ETHUSD,SatS 08-12UTC,14,39,0.359,0.17,169,0.9733740429510362,11,20,-5.01,13,0.231,False
暗号資産格子,BTCUSD,TueS 00-08UTC,13,39,0.333,-19.04,170,0.9881486487647635,13,20,23.72,45,0.511,False
暗号資産格子,BTCUSD,TueS 08-12UTC,13,39,0.333,-14.02,170,0.9881486487647635,6,20,-15.69,45,0.422,False
暗号資産格子,BTCUSD,WedS 08-12UTC,13,39,0.333,-26.93,169,0.9881486487647635,6,20,-17.37,45,0.4,False
暗号資産格子,BTCUSD,Thu 16-20UTC,13,39,0.333,-19.18,169,0.9881486487647635,4,20,-38.86,45,0.378,False
暗号資産格子,ETHUSD,SunS 08-12UTC,13,39,0.333,-18.31,169,0.9881486487647635,7,20,-6.1,13,0.692,False
暗号資産格子,ETHUSD,TueS 20-00UTC,13,39,0.333,-14.75,169,0.9881486487647635,6,20,-28.52,45,0.333,False
暗号資産格子,ETHUSD,Tue 04-08UTC,13,39,0.333,-6.48,170,0.9881486487647635,8,20,-30.87,45,0.533,False
暗号資産格子,ETHUSD,Mon 08-12UTC,13,39,0.333,-16.52,168,0.9881486487647635,8,20,-0.26,45,0.444,False
暗号資産格子,ETHUSD,ThuS 00-08UTC,13,39,0.333,-9.57,169,0.9881486487647635,8,20,-8.07,45,0.6,False
暗号資産格子,ETHUSD,Sun 00-04UTC,13,39,0.333,-20.94,169,0.9881486487647635,11,20,1.43,13,0.462,False
暗号資産格子,BTCUSD,FriS 08-12UTC,13,39,0.333,-19.4,170,0.9881486487647635,6,20,-17.92,45,0.289,False
