legs,w,maxcorr,roll,cagr,cum,dd,wm,wd,pos,sh,yrs,calmar
Hold XAUUSD + Mon GBPJPY + Roll AUDJPY,0.05 / 0.27 / 0.68,0.02,True,3.7,19.7,-1.0,-0.5,-0.58,43/59,2.2,2022:+2.6 2023:+4.6 2024:+3.1 2025:+5.7 2026:+1.6,3.7
Hold XAUUSD + Mon GBPJPY + Roll CADJPY,0.04 / 0.22 / 0.74,0.01,True,3.2,17.0,-1.2,-0.4,-0.47,45/58,2.38,2022:+1.7 2023:+4.7 2024:+3.4 2025:+4.6 2026:+1.0,2.67
Hold XAUUSD + Mon GBPJPY + Roll EURJPY,0.04 / 0.19 / 0.77,0.01,True,3.1,16.1,-0.8,-0.4,-0.42,45/59,2.53,2022:+1.7 2023:+4.2 2024:+3.3 2025:+4.4 2026:+0.9,3.88
Hold XAUUSD + Mon GBPJPY + Roll GBPJPY,0.04 / 0.21 / 0.75,0.01,True,3.7,19.7,-0.7,-0.3,-0.45,47/59,2.85,2022:+2.3 2023:+4.9 2024:+4.0 2025:+5.1 2026:+1.5,5.29
Hold XAUUSD + Mon GBPJPY + Roll USDJPY,0.05 / 0.25 / 0.70,0.02,True,4.1,21.7,-1.2,-0.5,-0.54,45/59,2.56,2022:+1.8 2023:+5.6 2024:+4.1 2025:+6.5 2026:+1.3,3.42
Hold XAUUSD + Mon GBPJPY + TSMOM XAUUSD,0.14 / 0.72 / 0.15,0.68,False,8.7,50.8,-4.5,-2.7,-3.22,44/58,1.59,2022:+4.8 2023:+6.0 2024:+9.8 2025:+17.1 2026:+4.2,1.93
Hold XAUUSD + Mon GBPJPY + v4 AUDUSD,0.09 / 0.49 / 0.42,0.0,False,6.0,33.0,-2.9,-0.8,-1.09,42/58,2.0,2022:+3.9 2023:+9.1 2024:+3.2 2025:+8.5 2026:+2.6,2.07
Hold XAUUSD + Mon GBPUSD + Mon GER40,0.11 / 0.63 / 0.26,0.2,False,5.0,26.9,-5.9,-1.4,-1.43,35/58,1.25,2022:-0.9 2023:+2.3 2024:+4.0 2025:+13.1 2026:+5.9,0.85
Hold XAUUSD + Mon GBPUSD + Mon NAS100,0.11 / 0.65 / 0.23,0.14,False,5.8,32.1,-4.9,-1.8,-1.29,39/58,1.45,2022:+1.8 2023:+6.5 2024:+3.9 2025:+12.7 2026:+3.3,1.18
Hold XAUUSD + Mon GBPUSD + Mon NZDJPY,0.09 / 0.51 / 0.41,0.29,False,4.8,25.7,-3.9,-1.3,-1.35,39/58,1.44,2022:+0.6 2023:+6.3 2024:+1.8 2025:+9.5 2026:+4.2,1.23
Hold XAUUSD + Mon GBPUSD + Mon US500,0.10 / 0.58 / 0.32,0.2,False,5.0,26.8,-5.2,-1.7,-1.51,39/58,1.34,2022:-0.1 2023:+6.2 2024:+3.0 2025:+11.7 2026:+3.4,0.96
Hold XAUUSD + Mon GBPUSD + Mon USDJPY,0.08 / 0.47 / 0.44,0.14,False,4.1,22.0,-1.8,-0.9,-0.94,44/58,1.79,2022:+3.5 2023:+4.0 2024:+3.2 2025:+6.5 2026:+1.9,2.28
Hold XAUUSD + Mon GBPUSD + Roll AUDJPY,0.05 / 0.29 / 0.67,0.14,True,2.7,14.1,-1.9,-0.6,-0.56,40/59,1.59,2022:+0.0 2023:+3.5 2024:+2.0 2025:+6.3 2026:+1.6,1.42
Hold XAUUSD + Mon GBPUSD + Roll CADJPY,0.04 / 0.23 / 0.73,0.14,True,2.4,12.6,-1.9,-0.6,-0.46,40/58,1.75,2022:-0.4 2023:+3.8 2024:+2.5 2025:+5.1 2026:+1.0,1.26
Hold XAUUSD + Mon GBPUSD + Roll EURJPY,0.04 / 0.21 / 0.76,0.14,True,2.4,12.2,-1.4,-0.4,-0.41,40/59,1.89,2022:-0.2 2023:+3.4 2024:+2.5 2025:+4.9 2026:+1.0,1.71
Hold XAUUSD + Mon GBPUSD + Roll GBPJPY,0.04 / 0.22 / 0.74,0.14,True,2.9,15.3,-1.4,-0.4,-0.44,45/59,2.21,2022:+0.3 2023:+4.0 2024:+3.1 2025:+5.5 2026:+1.6,2.07
Hold XAUUSD + Mon GBPUSD + Roll USDJPY,0.05 / 0.27 / 0.69,0.14,True,3.1,16.3,-2.0,-0.5,-0.53,39/59,1.93,2022:-0.6 2023:+4.6 2024:+3.1 2025:+7.0 2026:+1.4,1.55
Hold XAUUSD + Mon GBPUSD + TSMOM XAUUSD,0.13 / 0.73 / 0.14,0.68,False,5.7,31.5,-5.7,-1.9,-3.02,33/58,1.09,2022:-2.1 2023:+3.0 2024:+6.5 2025:+17.9 2026:+4.2,1.0
Hold XAUUSD + Mon GBPUSD + v4 AUDUSD,0.09 / 0.51 / 0.40,0.14,False,4.1,21.6,-3.1,-1.2,-1.05,41/58,1.38,2022:-0.8 2023:+6.8 2024:+1.3 2025:+9.4 2026:+2.7,1.32
Hold XAUUSD + Mon GER40 + Mon NAS100,0.18 / 0.44 / 0.38,0.39,False,9.0,52.5,-7.3,-2.7,-2.41,40/58,1.33,2022:+5.1 2023:+5.0 2024:+9.1 2025:+18.5 2026:+5.0,1.23
Hold XAUUSD + Mon GER40 + Mon NZDJPY,0.12 / 0.30 / 0.57,0.2,False,6.5,36.2,-5.2,-2.1,-1.78,39/58,1.47,2022:+2.3 2023:+5.3 2024:+4.4 2025:+12.1 2026:+5.8,1.25
Hold XAUUSD + Mon GER40 + Mon US500,0.15 / 0.37 / 0.48,0.45,False,7.1,40.3,-7.6,-2.2,-2.02,40/58,1.24,2022:+1.6 2023:+4.8 2024:+6.9 2025:+15.9 2026:+4.8,0.93
Hold XAUUSD + Mon GER40 + Mon USDJPY,0.11 / 0.28 / 0.61,-0.01,False,5.4,29.7,-2.6,-1.4,-1.71,39/58,1.52,2022:+6.2 2023:+2.2 2024:+6.1 2025:+7.7 2026:+2.4,2.08
Hold XAUUSD + Mon GER40 + Roll AUDJPY,0.06 / 0.14 / 0.80,0.02,True,3.1,16.4,-1.6,-0.8,-0.79,40/59,1.6,2022:+0.7 2023:+2.5 2024:+3.3 2025:+6.9 2026:+1.8,1.94
Hold XAUUSD + Mon GER40 + Roll CADJPY,0.05 / 0.11 / 0.84,0.01,True,2.7,14.1,-1.8,-0.7,-0.62,41/58,1.77,2022:+0.0 2023:+3.1 2024:+3.6 2025:+5.3 2026:+1.1,1.5
Hold XAUUSD + Mon GER40 + Roll EURJPY,0.04 / 0.10 / 0.86,0.01,True,2.6,13.4,-1.3,-0.5,-0.54,40/59,1.92,2022:+0.3 2023:+2.6 2024:+3.5 2025:+5.1 2026:+1.1,2.0
Hold XAUUSD + Mon GER40 + Roll GBPJPY,0.04 / 0.11 / 0.85,0.01,True,3.3,17.2,-1.2,-0.5,-0.59,41/59,2.24,2022:+0.8 2023:+3.3 2024:+4.2 2025:+5.8 2026:+1.7,2.75
Hold XAUUSD + Mon GER40 + Roll USDJPY,0.06 / 0.13 / 0.81,0.02,True,3.6,18.8,-2.3,-0.8,-0.73,40/59,1.95,2022:-0.1 2023:+3.8 2024:+4.4 2025:+7.6 2026:+1.6,1.57
Hold XAUUSD + Mon GER40 + TSMOM XAUUSD,0.22 / 0.54 / 0.24,0.68,False,9.5,55.9,-8.7,-2.9,-5.24,39/58,1.09,2022:-1.0 2023:-1.2 2024:+15.0 2025:+29.5 2026:+6.9,1.09
Hold XAUUSD + Mon GER40 + v4 AUDUSD,0.12 / 0.30 / 0.57,-0.01,False,5.5,30.0,-3.7,-1.7,-1.65,45/58,1.37,2022:+0.3 2023:+5.9 2024:+3.7 2025:+11.9 2026:+3.6,1.49
Hold XAUUSD + Mon NAS100 + Mon NZDJPY,0.13 / 0.27 / 0.60,0.26,False,7.5,42.9,-5.2,-2.5,-1.48,36/58,1.6,2022:+5.6 2023:+10.4 2024:+4.4 2025:+11.6 2026:+2.8,1.44
Hold XAUUSD + Mon NAS100 + Mon US500,0.16 / 0.33 / 0.50,0.93,False,8.4,49.0,-9.1,-3.3,-2.56,38/58,1.25,2022:+5.6 2023:+11.1 2024:+7.0 2025:+15.4 2026:+1.0,0.92
Hold XAUUSD + Mon NAS100 + Mon USDJPY,0.12 / 0.24 / 0.64,0.05,False,6.3,35.3,-4.3,-1.5,-1.38,38/58,1.66,2022:+9.5 2023:+6.5 2024:+6.2 2025:+7.0 2026:-0.4,1.47
Hold XAUUSD + Mon NAS100 + Roll AUDJPY,0.06 / 0.13 / 0.81,0.02,True,3.5,18.7,-1.7,-1.0,-0.69,39/59,1.77,2022:+2.2 2023:+4.7 2024:+3.2 2025:+6.5 2026:+0.4,2.06
Hold XAUUSD + Mon NAS100 + Roll CADJPY,0.05 / 0.10 / 0.85,0.01,True,3.0,15.8,-2.0,-0.8,-0.54,40/58,1.94,2022:+1.2 2023:+4.8 2024:+3.6 2025:+5.1 2026:-0.0,1.5
Hold XAUUSD + Mon NAS100 + Roll EURJPY,0.04 / 0.09 / 0.87,0.01,True,2.9,14.9,-1.4,-0.6,-0.47,40/59,2.09,2022:+1.3 2023:+4.2 2024:+3.5 2025:+4.8 2026:+0.1,2.07
Hold XAUUSD + Mon NAS100 + Roll GBPJPY,0.05 / 0.09 / 0.86,0.01,True,3.6,18.9,-1.4,-0.7,-0.51,43/59,2.42,2022:+1.9 2023:+5.0 2024:+4.2 2025:+5.6 2026:+0.6,2.57
Hold XAUUSD + Mon NAS100 + Roll USDJPY,0.06 / 0.12 / 0.83,0.02,True,4.0,21.1,-2.8,-0.9,-0.64,42/59,2.13,2022:+1.3 2023:+5.9 2024:+4.4 2025:+7.3 2026:+0.2,1.43
Hold XAUUSD + Mon NAS100 + TSMOM XAUUSD,0.24 / 0.50 / 0.26,0.68,False,11.7,72.6,-10.6,-4.8,-5.7,39/58,1.24,2022:+4.7 2023:+7.2 2024:+15.9 2025:+30.1 2026:+1.3,1.1
Hold XAUUSD + Mon NAS100 + v4 AUDUSD,0.13 / 0.27 / 0.60,-0.02,False,6.5,36.2,-6.1,-2.2,-1.55,43/58,1.55,2022:+3.5 2023:+11.1 2024:+3.6 2025:+11.4 2026:+0.6,1.07
Hold XAUUSD + Mon NZDJPY + Mon US500,0.11 / 0.53 / 0.36,0.33,False,6.3,35.3,-5.3,-2.2,-1.73,37/58,1.5,2022:+3.0 2023:+9.6 2024:+3.3 2025:+10.5 2026:+2.9,1.19
Hold XAUUSD + Mon NZDJPY + Mon USDJPY,0.09 / 0.42 / 0.49,0.47,False,5.1,27.8,-2.8,-1.4,-1.03,40/58,1.52,2022:+6.3 2023:+6.4 2024:+3.4 2025:+5.2 2026:+1.4,1.82
Hold XAUUSD + Mon NZDJPY + Roll AUDJPY,0.05 / 0.24 / 0.70,0.03,True,3.2,16.9,-1.4,-1.0,-0.6,40/59,1.83,2022:+1.4 2023:+4.8 2024:+2.1 2025:+5.5 2026:+1.3,2.29
Hold XAUUSD + Mon NZDJPY + Roll CADJPY,0.04 / 0.20 / 0.76,0.03,True,2.8,14.7,-1.8,-0.7,-0.48,40/58,2.0,2022:+0.7 2023:+4.9 2024:+2.6 2025:+4.4 2026:+0.7,1.56
Hold XAUUSD + Mon NZDJPY + Roll EURJPY,0.04 / 0.17 / 0.79,0.03,True,2.7,14.0,-1.1,-0.7,-0.43,42/59,2.15,2022:+0.8 2023:+4.3 2024:+2.6 2025:+4.2 2026:+0.8,2.45
Hold XAUUSD + Mon NZDJPY + Roll GBPJPY,0.04 / 0.19 / 0.77,0.03,True,3.3,17.5,-1.1,-0.7,-0.46,48/59,2.47,2022:+1.4 2023:+5.1 2024:+3.2 2025:+4.9 2026:+1.3,3.0
Hold XAUUSD + Mon NZDJPY + Roll USDJPY,0.05 / 0.23 / 0.72,0.03,True,3.6,19.0,-2.1,-0.7,-0.56,42/59,2.18,2022:+0.7 2023:+5.9 2024:+3.2 2025:+6.3 2026:+1.1,1.71
Hold XAUUSD + Mon NZDJPY + TSMOM XAUUSD,0.15 / 0.69 / 0.16,0.68,False,7.7,43.9,-4.9,-2.7,-3.52,37/58,1.29,2022:+1.5 2023:+6.7 2024:+7.4 2025:+17.4 2026:+3.8,1.57
Hold XAUUSD + Mon NZDJPY + v4 AUDUSD,0.10 / 0.45 / 0.45,0.03,False,5.1,28.0,-3.9,-1.8,-1.19,40/58,1.61,2022:+1.7 2023:+9.8 2024:+1.3 2025:+8.2 2026:+2.3,1.31
Hold XAUUSD + Mon US500 + Mon USDJPY,0.11 / 0.33 / 0.57,0.04,False,5.4,29.4,-3.6,-1.3,-1.24,39/58,1.59,2022:+6.6 2023:+6.3 2024:+5.0 2025:+6.6 2026:+0.1,1.5
Hold XAUUSD + Mon US500 + Roll AUDJPY,0.06 / 0.18 / 0.76,0.02,True,3.2,16.7,-2.0,-0.9,-0.65,38/59,1.69,2022:+1.1 2023:+4.6 2024:+2.8 2025:+6.3 2026:+0.6,1.6
Hold XAUUSD + Mon US500 + Roll CADJPY,0.05 / 0.14 / 0.81,0.01,True,2.8,14.4,-2.2,-0.8,-0.51,41/58,1.87,2022:+0.4 2023:+4.8 2024:+3.2 2025:+5.0 2026:+0.1,1.27
Hold XAUUSD + Mon US500 + Roll EURJPY,0.04 / 0.12 / 0.84,0.01,True,2.6,13.7,-1.7,-0.6,-0.45,38/59,2.01,2022:+0.6 2023:+4.1 2024:+3.1 2025:+4.7 2026:+0.2,1.53
Hold XAUUSD + Mon US500 + Roll GBPJPY,0.04 / 0.13 / 0.82,0.01,True,3.3,17.4,-1.5,-0.7,-0.49,42/59,2.34,2022:+1.1 2023:+4.9 2024:+3.8 2025:+5.5 2026:+0.8,2.2
Hold XAUUSD + Mon US500 + Roll USDJPY,0.05 / 0.17 / 0.78,0.02,True,3.6,19.1,-2.9,-0.9,-0.6,41/59,2.05,2022:+0.3 2023:+5.8 2024:+3.9 2025:+7.1 2026:+0.4,1.24
Hold XAUUSD + Mon US500 + TSMOM XAUUSD,0.19 / 0.60 / 0.21,0.68,False,8.9,51.8,-7.6,-3.8,-4.55,37/58,1.18,2022:+0.5 2023:+6.5 2024:+11.6 2025:+24.2 2026:+1.9,1.17
Hold XAUUSD + Mon US500 + v4 AUDUSD,0.11 / 0.36 / 0.53,-0.01,False,5.4,29.6,-5.8,-2.1,-1.36,41/58,1.46,2022:+1.1 2023:+10.2 2024:+2.6 2025:+10.4 2026:+1.0,0.93
Hold XAUUSD + Mon USDJPY + Roll AUDJPY,0.05 / 0.27 / 0.68,0.02,True,2.9,15.0,-1.3,-0.6,-0.57,40/59,1.79,2022:+3.1 2023:+3.5 2024:+2.9 2025:+3.9 2026:+0.0,2.23
Hold XAUUSD + Mon USDJPY + Roll CADJPY,0.04 / 0.22 / 0.74,0.01,True,2.6,13.3,-1.4,-0.7,-0.47,39/58,1.98,2022:+2.1 2023:+3.8 2024:+3.3 2025:+3.1 2026:-0.3,1.86
Hold XAUUSD + Mon USDJPY + Roll EURJPY,0.04 / 0.20 / 0.77,0.01,True,2.5,12.7,-1.1,-0.4,-0.42,42/59,2.13,2022:+2.1 2023:+3.3 2024:+3.2 2025:+3.1 2026:-0.2,2.27
Hold XAUUSD + Mon USDJPY + Roll GBPJPY,0.04 / 0.21 / 0.75,0.01,True,3.1,16.0,-0.9,-0.4,-0.45,46/59,2.47,2022:+2.7 2023:+4.0 2024:+3.8 2025:+3.6 2026:+0.3,3.44
Hold XAUUSD + Mon USDJPY + Roll USDJPY,0.05 / 0.25 / 0.70,0.02,True,3.3,17.2,-1.6,-0.8,-0.54,44/59,2.17,2022:+2.3 2023:+4.5 2024:+3.9 2025:+4.7 2026:-0.1,2.06
Hold XAUUSD + Mon USDJPY + TSMOM XAUUSD,0.13 / 0.72 / 0.14,0.68,False,6.3,35.1,-6.3,-3.8,-3.17,38/58,1.24,2022:+6.2 2023:+2.9 2024:+9.2 2025:+11.5 2026:+0.1,1.0
Hold XAUUSD + Mon USDJPY + v4 AUDUSD,0.09 / 0.49 / 0.42,0.0,False,4.4,23.5,-3.1,-1.5,-1.08,41/58,1.55,2022:+4.8 2023:+6.9 2024:+2.9 2025:+5.0 2026:-0.1,1.42
Hold XAUUSD + Roll AUDJPY + Roll CADJPY,0.03 / 0.41 / 0.56,0.77,True,2.1,10.7,-0.9,-0.5,-0.5,43/59,1.66,2022:+0.3 2023:+3.5 2024:+2.5 2025:+3.8 2026:+0.1,2.33
Hold XAUUSD + Roll AUDJPY + Roll EURJPY,0.03 / 0.38 / 0.59,0.83,True,2.0,10.5,-0.7,-0.4,-0.34,38/59,1.75,2022:+0.4 2023:+3.2 2024:+2.5 2025:+3.7 2026:+0.1,2.86
Hold XAUUSD + Roll AUDJPY + Roll GBPJPY,0.03 / 0.40 / 0.57,0.81,True,2.5,12.8,-0.7,-0.4,-0.4,41/59,2.02,2022:+0.8 2023:+3.7 2024:+2.9 2025:+4.2 2026:+0.5,3.57
Hold XAUUSD + Roll AUDJPY + Roll USDJPY,0.03 / 0.46 / 0.51,0.73,True,2.5,13.1,-1.1,-0.6,-0.56,43/59,1.82,2022:+0.2 2023:+4.0 2024:+2.9 2025:+5.0 2026:+0.3,2.27
Hold XAUUSD + Roll AUDJPY + TSMOM XAUUSD,0.06 / 0.87 / 0.07,0.68,True,3.4,17.7,-2.1,-1.2,-1.53,40/59,1.3,2022:+0.2 2023:+2.8 2024:+4.5 2025:+8.6 2026:+0.7,1.62
Hold XAUUSD + Roll AUDJPY + v4 AUDUSD,0.05 / 0.71 / 0.24,0.02,True,2.8,14.5,-1.9,-0.8,-0.62,40/59,1.62,2022:+0.5 2023:+5.1 2024:+1.7 2025:+5.4 2026:+0.4,1.47
Hold XAUUSD + Roll CADJPY + Roll EURJPY,0.03 / 0.45 / 0.52,0.81,True,2.0,10.0,-0.8,-0.3,-0.29,38/59,1.9,2022:+0.1 2023:+3.4 2024:+2.8 2025:+3.3 2026:-0.0,2.5
Hold XAUUSD + Roll CADJPY + Roll GBPJPY,0.03 / 0.47 / 0.50,0.86,True,2.3,12.0,-0.8,-0.4,-0.39,44/59,2.14,2022:+0.4 2023:+3.9 2024:+3.2 2025:+3.7 2026:+0.3,2.87
Hold XAUUSD + Roll CADJPY + Roll USDJPY,0.03 / 0.53 / 0.44,0.85,True,2.4,12.1,-1.4,-0.5,-0.52,43/59,1.91,2022:-0.1 2023:+4.2 2024:+3.2 2025:+4.3 2026:+0.0,1.71
Hold XAUUSD + Roll CADJPY + TSMOM XAUUSD,0.05 / 0.90 / 0.05,0.68,True,2.9,14.9,-2.0,-1.2,-1.18,36/58,1.44,2022:-0.4 2023:+3.4 2024:+4.6 2025:+6.6 2026:+0.2,1.45
Hold XAUUSD + Roll CADJPY + v4 AUDUSD,0.04 / 0.76 / 0.19,0.01,True,2.5,12.8,-2.3,-0.6,-0.5,38/58,1.79,2022:-0.0 2023:+5.1 2024:+2.3 2025:+4.3 2026:+0.0,1.09
Hold XAUUSD + Roll EURJPY + Roll GBPJPY,0.02 / 0.51 / 0.47,0.88,True,2.3,11.7,-0.5,-0.3,-0.28,42/59,2.24,2022:+0.5 2023:+3.6 2024:+3.1 2025:+3.6 2026:+0.3,4.6
Hold XAUUSD + Roll EURJPY + Roll USDJPY,0.03 / 0.57 / 0.40,0.81,True,2.3,11.8,-1.0,-0.4,-0.31,43/59,2.05,2022:+0.0 2023:+3.8 2024:+3.1 2025:+4.2 2026:+0.1,2.3
Hold XAUUSD + Roll EURJPY + TSMOM XAUUSD,0.04 / 0.91 / 0.05,0.68,True,2.7,14.1,-1.6,-0.7,-1.03,38/59,1.56,2022:-0.1 2023:+2.9 2024:+4.3 2025:+6.1 2026:+0.3,1.69
Hold XAUUSD + Roll EURJPY + v4 AUDUSD,0.04 / 0.79 / 0.17,0.01,True,2.4,12.3,-1.5,-0.6,-0.45,40/59,1.94,2022:+0.2 2023:+4.5 2024:+2.4 2025:+4.2 2026:+0.1,1.6
Hold XAUUSD + Roll GBPJPY + Roll USDJPY,0.03 / 0.55 / 0.42,0.85,True,2.7,14.2,-0.9,-0.4,-0.42,43/59,2.29,2022:+0.4 2023:+4.3 2024:+3.6 2025:+4.7 2026:+0.4,3.0
Hold XAUUSD + Roll GBPJPY + TSMOM XAUUSD,0.05 / 0.90 / 0.05,0.68,True,3.5,18.2,-1.5,-0.8,-1.11,40/59,1.83,2022:+0.5 2023:+3.6 2024:+5.2 2025:+7.0 2026:+0.9,2.33
Hold XAUUSD + Roll GBPJPY + v4 AUDUSD,0.04 / 0.77 / 0.19,0.02,True,3.0,15.7,-1.4,-0.6,-0.48,44/59,2.27,2022:+0.7 2023:+5.3 2024:+3.0 2025:+4.8 2026:+0.6,2.14
Hold XAUUSD + Roll USDJPY + TSMOM XAUUSD,0.06 / 0.88 / 0.06,0.68,True,3.8,20.2,-2.5,-1.5,-1.41,37/59,1.59,2022:-0.6 2023:+4.2 2024:+5.7 2025:+9.3 2026:+0.5,1.52
Hold XAUUSD + Roll USDJPY + v4 AUDUSD,0.05 / 0.73 / 0.23,0.02,True,3.2,16.8,-2.7,-0.6,-0.58,42/59,1.98,2022:-0.1 2023:+6.1 2024:+2.9 2025:+6.2 2026:+0.3,1.19
Hold XAUUSD + TSMOM XAUUSD + v4 AUDUSD,0.15 / 0.16 / 0.69,0.68,False,6.5,36.1,-6.1,-3.5,-3.62,35/58,1.11,2022:-0.9 2023:+7.5 2024:+6.6 2025:+17.2 2026:+1.2,1.07
Mon AUDJPY + Mon CADJPY + Mon CHFJPY,0.29 / 0.33 / 0.38,0.8,False,4.2,22.2,-2.4,-1.3,-1.28,38/58,1.23,2022:+5.7 2023:+7.8 2024:+1.0 2025:+1.6 2026:+1.8,1.75
Mon AUDJPY + Mon CADJPY + Mon EURJPY,0.30 / 0.33 / 0.37,0.8,False,4.4,23.6,-2.2,-1.1,-1.28,37/58,1.26,2022:+6.6 2023:+7.4 2024:+0.7 2025:+1.9 2026:+2.5,2.0
Mon AUDJPY + Mon CADJPY + Mon GBPJPY,0.30 / 0.34 / 0.36,0.8,False,5.2,28.1,-2.4,-1.1,-1.41,40/58,1.44,2022:+6.5 2023:+7.7 2024:+1.7 2025:+3.0 2026:+3.7,2.17
Mon AUDJPY + Mon CADJPY + Mon GBPUSD,0.29 / 0.33 / 0.38,0.8,False,3.8,20.0,-2.3,-0.9,-1.26,39/58,1.31,2022:+2.8 2023:+6.1 2024:+0.4 2025:+3.8 2026:+3.7,1.65
Mon AUDJPY + Mon CADJPY + Mon GER40,0.37 / 0.42 / 0.21,0.8,False,4.7,25.1,-2.2,-1.2,-1.34,36/58,1.26,2022:+4.7 2023:+5.3 2024:+1.8 2025:+3.9 2026:+4.7,2.14
Mon AUDJPY + Mon CADJPY + Mon NAS100,0.39 / 0.43 / 0.18,0.8,False,5.3,28.9,-3.6,-1.3,-1.73,41/58,1.34,2022:+7.0 2023:+8.7 2024:+1.7 2025:+3.3 2026:+2.6,1.47
Mon AUDJPY + Mon CADJPY + Mon NZDJPY,0.32 / 0.35 / 0.33,0.9,False,4.5,24.3,-2.5,-1.7,-1.38,38/58,1.18,2022:+5.0 2023:+8.1 2024:+0.4 2025:+2.5 2026:+3.5,1.8
Mon AUDJPY + Mon CADJPY + Mon US500,0.35 / 0.39 / 0.25,0.8,False,4.7,25.1,-3.2,-1.2,-1.58,42/58,1.26,2022:+5.0 2023:+8.3 2024:+1.1 2025:+3.3 2026:+2.7,1.47
Mon AUDJPY + Mon CADJPY + Mon USDJPY,0.30 / 0.33 / 0.37,0.8,False,4.0,21.3,-2.2,-1.2,-1.24,35/58,1.17,2022:+7.2 2023:+6.1 2024:+1.6 2025:+0.5 2026:+1.6,1.82
Mon AUDJPY + Mon CADJPY + Roll AUDJPY,0.19 / 0.22 / 0.59,0.8,True,2.8,14.7,-1.1,-0.5,-0.55,39/59,1.57,2022:+2.8 2023:+4.9 2024:+1.1 2025:+2.4 2026:+1.5,2.55
Mon AUDJPY + Mon CADJPY + Roll CADJPY,0.16 / 0.18 / 0.66,0.8,True,2.6,13.2,-1.2,-0.4,-0.46,40/58,1.71,2022:+1.9 2023:+5.0 2024:+1.7 2025:+2.0 2026:+0.9,2.17
Mon AUDJPY + Mon CADJPY + Roll EURJPY,0.15 / 0.16 / 0.69,0.8,True,2.5,12.7,-0.8,-0.3,-0.42,39/59,1.83,2022:+1.9 2023:+4.4 2024:+1.8 2025:+2.1 2026:+0.9,3.12
Mon AUDJPY + Mon CADJPY + Roll GBPJPY,0.15 / 0.17 / 0.67,0.8,True,3.0,15.6,-0.8,-0.3,-0.44,43/59,2.1,2022:+2.4 2023:+5.1 2024:+2.3 2025:+2.5 2026:+1.4,3.75
Mon AUDJPY + Mon CADJPY + Roll USDJPY,0.18 / 0.20 / 0.61,0.8,True,3.2,16.6,-1.0,-0.5,-0.52,40/59,1.87,2022:+2.1 2023:+5.8 2024:+2.1 2025:+3.2 2026:+1.3,3.2
Mon AUDJPY + Mon CADJPY + TSMOM XAUUSD,0.42 / 0.47 / 0.10,0.8,False,5.2,28.5,-3.2,-1.1,-1.29,38/58,1.35,2022:+4.5 2023:+6.2 2024:+3.4 2025:+6.1 2026:+3.3,1.62
Mon AUDJPY + Mon CADJPY + v4 AUDUSD,0.32 / 0.35 / 0.33,0.8,False,4.0,21.1,-2.4,-1.0,-1.19,37/58,1.37,2022:+3.9 2023:+8.5 2024:-0.1 2025:+2.4 2026:+2.3,1.67
Mon AUDJPY + Mon CHFJPY + Mon EURJPY,0.28 / 0.36 / 0.35,0.79,False,4.4,23.7,-2.3,-1.0,-1.32,40/58,1.36,2022:+6.0 2023:+8.1 2024:+0.8 2025:+2.1 2026:+2.4,1.91
Mon AUDJPY + Mon CHFJPY + Mon GBPJPY,0.29 / 0.37 / 0.34,0.72,False,5.2,28.1,-2.4,-1.0,-1.39,41/58,1.57,2022:+6.0 2023:+8.3 2024:+1.9 2025:+3.1 2026:+3.6,2.17
Mon AUDJPY + Mon CHFJPY + Mon GBPUSD,0.28 / 0.36 / 0.36,0.59,False,3.8,20.4,-2.2,-0.9,-1.25,38/58,1.43,2022:+2.5 2023:+6.7 2024:+0.6 2025:+3.8 2026:+3.6,1.73
Mon AUDJPY + Mon CHFJPY + Mon GER40,0.35 / 0.45 / 0.19,0.59,False,4.7,25.3,-2.5,-1.1,-1.09,33/58,1.43,2022:+4.1 2023:+6.2 2024:+1.9 2025:+3.9 2026:+4.5,1.88
Mon AUDJPY + Mon CHFJPY + Mon NAS100,0.36 / 0.47 / 0.17,0.59,False,5.3,28.9,-2.9,-1.2,-1.25,40/58,1.52,2022:+6.3 2023:+9.4 2024:+1.8 2025:+3.4 2026:+2.6,1.83
Mon AUDJPY + Mon CHFJPY + Mon NZDJPY,0.30 / 0.39 / 0.31,0.9,False,4.6,24.5,-2.7,-1.5,-1.36,39/58,1.31,2022:+4.5 2023:+8.7 2024:+0.6 2025:+2.6 2026:+3.4,1.7
Mon AUDJPY + Mon CHFJPY + Mon US500,0.33 / 0.43 / 0.24,0.59,False,4.7,25.3,-3.0,-1.2,-1.48,41/58,1.44,2022:+4.4 2023:+8.9 2024:+1.3 2025:+3.4 2026:+2.6,1.57
Mon AUDJPY + Mon CHFJPY + Mon USDJPY,0.28 / 0.37 / 0.35,0.59,False,4.1,21.6,-2.2,-1.1,-1.08,38/58,1.31,2022:+6.6 2023:+6.7 2024:+1.7 2025:+0.7 2026:+1.6,1.86
Mon AUDJPY + Mon CHFJPY + Roll AUDJPY,0.19 / 0.24 / 0.57,0.59,True,2.9,15.1,-1.1,-0.5,-0.57,39/59,1.75,2022:+2.5 2023:+5.4 2024:+1.2 2025:+2.5 2026:+1.5,2.64
